Servidor_IP,Pais,ISP,Modo_Servidor,Version,Online,Max,Muestra,Premium_Muestra,NoPremium_Muestra,Nuevos_Jugadores,Icono
pvpparadise.net,Unknown,Unknown,NO-PREMIUM,ParadiseSpigot,26,500,0,0,0,0,pvpparadise.net.png
blitznetwork.xyz,Unknown,Unknown,DESCONOCIDO,Leaf 1.21.4,26,800,0,0,0,0,blitznetwork.xyz.png
theseedmc.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,26,300,0,0,0,0,theseedmc.com.png
luckymc.ru,Unknown,Unknown,NO-PREMIUM,"§8§m-]§b§m--§r §2§l§oLucky§c§l§oWorld §b§l§m§o--§8§l§m§o[-§r  §a§lВыживание§8,§6§lМини-Игры§8§l §b§l🗡 §c§l⛏ §a§l🏹  §e§lС§e§lк§e§lа§a§lй§a§lБ§b§lл§b§lо§b§lк§8, §c§lБ§c§lе§c§lд§e§lв§e§lа§e§lр§e§lс§8, §b§lГ§b§lр§b§lи§9§lф§9§lе§9§lр§9§lс§d§lк§d§lи§d§lй§r §a🔱 §c🔥 §lЛакиВарс §a§lСтроители",26,651,1,1,0,1,luckymc.ru.png
seamc.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,26,300,0,0,0,0,seamc.net.png
dbcserver1710.jingames.net,Unknown,Unknown,DESCONOCIDO,1.7.10,26,115,12,12,0,12,dbcserver1710.jingames.net.png
play.samanetwork.com.tr,Germany,Nodesty LLC,NO-PREMIUM,NullCordX PeniaCord - 1.8.9 - 1.20.1,26,2024,23,0,0,0,play.samanetwork.com.tr.png
mp.craftluna.net,Türkiye,Cafer Eser,DESCONOCIDO,Velocity 1.7.2-1.21.10,25,2000,0,0,0,0,mp.craftluna.net.png
mp.semisurvivalcraft.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,25,75,12,0,0,0,mp.semisurvivalcraft.com.png
play.anubismc.com,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.19.3,25,1,0,0,0,0,play.anubismc.com.png
play.fxes.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,25,1283,1,0,0,0,play.fxes.net.png
mcmp.democracycraft.net,Unknown,Unknown,DESCONOCIDO,Paper 1.21.8,25,200,12,12,0,12,mcmp.democracycraft.net.png
survivalandia.com,Unknown,Unknown,NO-PREMIUM,§c1.16 - 1.21.10,25,82,0,0,0,0,survivalandia.com.png
mp.heartsmp.net,Unknown,Unknown,NO-PREMIUM,Purpur 1.21.10,25,999,12,12,0,12,mp.heartsmp.net.png
infinitynp.fun:25000,Unknown,Unknown,NO-PREMIUM,Elytrium,25,200,3,0,0,0,infinitynp.fun_25000.png
play.coleras.com:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.8,25,500,15,0,0,0,play.coleras.com_25565.png
mc.minepirata.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.7,25,200,0,0,0,0,mc.minepirata.com.png
mp.fademc.xyz,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.9,25,100,0,0,0,0,mp.fademc.xyz.png
Zero.minr.org,Unknown,Unknown,DESCONOCIDO,Paper 1.21.8,25,150,12,11,0,11,Zero.minr.org.png
summitsurvival.org,Unknown,Unknown,DESCONOCIDO,Minecraft 1.21.10,25,40,12,12,0,12,summitsurvival.org.png
play.atlasoyuncu.com:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,25,2025,0,0,0,0,play.atlasoyuncu.com_25565.png
play.kobbledkarp.com,United States,ReliableSite.Net LLC,DESCONOCIDO,1.21.1,24,80,12,12,0,12,play.kobbledkarp.com.png
vote.mangosmp.org:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,24,100,0,0,0,0,vote.mangosmp.org_25565.png
play.katipunansmp.com:25565,Unknown,Unknown,DESCONOCIDO,UniverseSpigot 1.21.10,24,150,12,0,11,12,play.katipunansmp.com_25565.png
play.kervancraft.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.9,24,2025,0,0,0,0,play.kervancraft.com.png
mc.cheesecake.gg,Unknown,Unknown,PREMIUM,1.20-1.21.9,24,500,0,0,0,0,mc.cheesecake.gg.png
play.relheim.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,24,1000,0,0,0,0,play.relheim.com.png
minecraftoffline.net,Unknown,Unknown,DESCONOCIDO,Paper 1.21.10,24,120,24,24,0,24,minecraftoffline.net.png
craftorium.fun,Unknown,Unknown,DESCONOCIDO,Paper 1.21.8,24,1000,12,0,12,12,craftorium.fun.png
play.lunanw.com.tr:25565,Unknown,Unknown,NO-PREMIUM,LNBungee,24,25,2,0,0,0,play.lunanw.com.tr_25565.png
playrevivemc.com,Unknown,Unknown,DESCONOCIDO,Paper 1.21.7,24,6,5,5,0,5,playrevivemc.com.png
starrymc.com,Unknown,Unknown,DESCONOCIDO,Purpur 1.21.8,24,200,7,7,0,7,starrymc.com.png
syro.minehut.gg,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.9,24,100,0,0,0,0,syro.minehut.gg.png
langren.tw,Unknown,Unknown,DESCONOCIDO,Paper 1.21.8,24,50,12,12,0,12,langren.tw.png
speedvanilla.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.19-1.21.8,24,2025,2,2,0,2,speedvanilla.com.png
mc.originsrebirth.com,United States,"WebNX, Inc.",DESCONOCIDO,Velocity 1.7.2-1.21.9,24,50,0,0,0,0,mc.originsrebirth.com.png
play.dugecraft.com.tr,Germany,Nodesty LLC,DESCONOCIDO,Velocity 1.7.2-1.21.10,23,700,0,0,0,0,play.dugecraft.com.tr.png
mc.atlasoyuncu.com,Germany,Nodesty LLC,DESCONOCIDO,Velocity 1.7.2-1.21.10,23,2025,0,0,0,0,mc.atlasoyuncu.com.png
pixelmon.mobcraft.org,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.9,23,100,0,0,0,0,pixelmon.mobcraft.org.png
cloudsmp.xyz,Unknown,Unknown,NO-PREMIUM,Leaf 1.21.4,23,2025,0,0,0,0,
mc.lusiadascraft.com,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.9,23,1000,0,0,0,0,mc.lusiadascraft.com.png
play.potterworldmc.com,Unknown,Unknown,PREMIUM,1.21.10,23,2000,0,0,0,0,play.potterworldmc.com.png
subzeromc.com,Unknown,Unknown,DESCONOCIDO,vanilla,23,10000,8,0,0,0,subzeromc.com.png
sl.mineshards.com:25565,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.10,23,1000,0,0,0,0,sl.mineshards.com_25565.png
minevn.net,Unknown,Unknown,NO-PREMIUM,Waterfall 1.7.x - 1.21.x,23,24,0,0,0,0,minevn.net.png
cherryblock.org:25565,Unknown,Unknown,DESCONOCIDO,Cherry 1.21.10,23,42,12,11,0,11,cherryblock.org_25565.png
play.nitromc.fun:25565,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,23,500,2,2,0,2,play.nitromc.fun_25565.png
minepolis.one,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,23,150,0,0,0,0,minepolis.one.png
play.minejordyn.org,Unknown,Unknown,DESCONOCIDO,Minejordyn,23,1000,5,0,0,0,play.minejordyn.org.png
play.voidsmp.space,Unknown,Unknown,DESCONOCIDO,Purpur 1.21.1,23,1000,3,3,0,3,play.voidsmp.space.png
mp.zenpvp.net,Unknown,Unknown,PREMIUM,§aJoin here ->                                                     §fPlayers: §a23/1000,23,2025,1,1,0,1,mp.zenpvp.net.png
Life10steal.minehut.gg:25565,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.9,23,100,0,0,0,0,Life10steal.minehut.gg_25565.png
play.creativefun.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,23,2000,0,0,0,0,play.creativefun.net.png
mc.champicraft.net:25565,United States,ReliableSite.Net LLC,NO-PREMIUM,Waterfall 1.7.x - 1.21.x,23,500,0,0,0,0,mc.champicraft.net_25565.png
play.mineshards.com,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.10,23,1000,0,0,0,0,play.mineshards.com.png
play.projects.gg,Türkiye,Ibrahim Poyrazoglu,NO-PREMIUM,Projects 1.16.5-1.21.7,22,23,0,0,0,0,play.projects.gg.png
mp.theseedmc.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,22,300,0,0,0,0,mp.theseedmc.com.png
mp.vanillymc.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,22,100,0,0,0,0,mp.vanillymc.net.png
minegens.id,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,22,34,0,0,0,0,minegens.id.png
mc.startliferp.com,Unknown,Unknown,NO-PREMIUM,FlameCord 1.7-1.19.2,22,23,2,0,0,0,mc.startliferp.com.png
mp.labs-mc.com,Unknown,Unknown,DESCONOCIDO,MCLabs 1.20.4+,22,420,0,0,0,0,mp.labs-mc.com.png
mylifecraft.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,22,100,0,0,0,0,mylifecraft.net.png
play.chillzone.cc,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,22,50,0,0,0,0,play.chillzone.cc.png
mc.divinemc.es,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,22,2025,0,0,0,0,mc.divinemc.es.png
minespazio.com:25565,Unknown,Unknown,NO-PREMIUM,,22,1000,12,12,0,0,minespazio.com_25565.png
hustlersmc.fun:19132,United States,AME Hosting LLC,NO-PREMIUM,Purpur 1.21.6,22,50,12,2,3,12,hustlersmc.fun_19132.png
mc.unnamecraft.com:25565,Unknown,Unknown,NO-PREMIUM,NullCordX 1.18.x-1.21.x,22,600,0,0,0,0,mc.unnamecraft.com_25565.png
staticpvp.fun,Unknown,Unknown,DESCONOCIDO,StaticCore 1.21.8,22,2025,1,0,0,0,staticpvp.fun.png
motimaa.net,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.10,22,2025,0,0,0,0,motimaa.net.png
mc.survivaldub.com,Unknown,Unknown,ERROR,Velocity 1.7.2-1.21.10,22,23,0,0,0,0,mc.survivaldub.com.png
minecraftonline.com:25565,Unknown,Unknown,DESCONOCIDO,1.12.2,22,120,12,12,0,12,minecraftonline.com_25565.png
EvPk.minehut.gg:25565,Canada,"Cloudflare, Inc.",PREMIUM,Velocity 1.7.2-1.21.9,22,500,0,0,0,0,EvPk.minehut.gg_25565.png
Playlegend.net,Unknown,Unknown,DESCONOCIDO,We accept 1.21.5 only,22,750,0,0,0,0,Playlegend.net.png
mc.elmasoyuncu.com:25565,Turkey,Ovabil Internet VE Bilisim Hizmetleri Limited Sirketi,NO-PREMIUM,§bElmas §fOyuncu,21,1000,0,0,0,0,mc.elmasoyuncu.com_25565.png
mp.swancraftmc.com,Unknown,Unknown,DESCONOCIDO,Purpur 1.21.5,21,150,5,5,0,5,mp.swancraftmc.com.png
mc.poenasaga.com,Unknown,Unknown,DESCONOCIDO,§cPOE!,21,999,1,1,0,1,mc.poenasaga.com.png
cobble.pokeclash.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.5,21,200,6,0,0,0,cobble.pokeclash.com.png
play.alttd.com,Unknown,Unknown,DESCONOCIDO,Cosmos 1.21.8,21,100,0,0,0,0,play.alttd.com.png
voxensmp.my.id,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,21,2025,0,0,0,0,voxensmp.my.id.png
jogar.austv.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,21,150,0,0,0,0,jogar.austv.net.png
play.mytheriamc.net,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.8,21,120,0,0,0,0,play.mytheriamc.net.png
zonacero.me,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,21,500,0,0,0,0,zonacero.me.png
TumbleweedMC.com,Unknown,Unknown,PREMIUM,Use 1.21.10,21,3000,0,0,0,0,TumbleweedMC.com.png
play.wiolent.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.7,21,400,0,0,0,0,play.wiolent.com.png
lifesteal-il.net,Unknown,Unknown,PREMIUM,BungeeCord 1.8.x-1.21.x,21,200,1,0,0,0,lifesteal-il.net.png
mcmp-play.takensmp.net:25565,Unknown,Unknown,DESCONOCIDO,UniverseSpigot 1.21.4,21,500,12,12,0,12,mcmp-play.takensmp.net_25565.png
unstablenetwork.xyz,Germany,Tom Gewiese,DESCONOCIDO,Leaf 1.21.8,21,2025,1,1,0,1,
utopia-mc.net:25565,Unknown,Unknown,DESCONOCIDO,Utopia 1.21.8,21,150,12,11,0,11,
midnightsky.net,Unknown,Unknown,PREMIUM,BungeeCord 1.8.x-1.21.x,21,1,0,0,0,0,midnightsky.net.png
play.giacomc.it:25565,Unknown,Unknown,NO-PREMIUM,ScarletMC 1.18 → 1.21.10,21,22,11,0,0,0,play.giacomc.it_25565.png
play.spacemc.lol:10000,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,21,690,0,0,0,0,play.spacemc.lol_10000.png
play.pvphub.me,Unknown,Unknown,DESCONOCIDO,PvPHub,21,999,8,0,0,0,play.pvphub.me.png
play.evolvedsurvival.org,Unknown,Unknown,DESCONOCIDO,BungeeCord 1.8.x-1.21.x,20,200,0,0,0,0,play.evolvedsurvival.org.png
bluefox.ink:25565,Unknown,Unknown,NO-PREMIUM,1.21,20,21,0,0,0,0,bluefox.ink_25565.png
mc.thehardcraft.com.tr:25565,Unknown,Unknown,DESCONOCIDO,Paper 1.21.4,20,1000,1,1,0,1,mc.thehardcraft.com.tr_25565.png
play.fruitsmp.fun:25565,Unknown,Unknown,NO-PREMIUM,1.21,20,21,0,0,0,0,play.fruitsmp.fun_25565.png
OYNA.POENASAGA.com,Unknown,Unknown,DESCONOCIDO,§cPOE!,20,999,1,1,0,1,OYNA.POENASAGA.com.png
play.trexmine.com:25565,Unknown,Unknown,NO-PREMIUM,1.8 - 1.20,20,21,20,0,0,0,play.trexmine.com_25565.png
manacity.de,Unknown,Unknown,PREMIUM,FlameCord 1.7.x-1.21.x,20,400,0,0,0,0,manacity.de.png
page.jukeboxmc.net,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,20,6500,0,0,0,0,page.jukeboxmc.net.png
nerdpvp.xyz,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,20,690,0,0,0,0,nerdpvp.xyz.png
SALOON.NETWORK,Türkiye,ibrahim tufek,NO-PREMIUM,SaloonNetwork 1.8-1.21,19,2025,1,0,0,0,SALOON.NETWORK.png
play.kchscraft.net:25565,Unknown,Unknown,DESCONOCIDO,YourServer 1.12.2-1.21.6,19,500,9,0,0,0,play.kchscraft.net_25565.png
play.slimethrone.xyz,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.8,19,1000,0,0,0,0,
mp.sunflowersmp.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,19,2025,0,0,0,0,
mcverse.city,Unknown,Unknown,DESCONOCIDO,Paper 1.21.8,19,50,0,0,0,0,mcverse.city.png
play.meadowsmp.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,19,100,0,0,0,0,play.meadowsmp.com.png
anarchynetwork.net,Unknown,Unknown,PREMIUM,Paper 1.21.10,19,100,12,12,0,12,anarchynetwork.net.png
play.rivalsnetwork.hu,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.8,19,1500,0,0,0,0,play.rivalsnetwork.hu.png
play.emperixmc.com,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.10,19,22,0,0,0,0,play.emperixmc.com.png
sheepmc.com:25565,Unknown,Unknown,NO-PREMIUM,XCord 1.7.x - 1.21.x,19,2025,0,0,0,0,
Play.SaloonNetwork.com,Unknown,Unknown,NO-PREMIUM,SaloonNetwork 1.8-1.21,19,2025,1,0,0,0,Play.SaloonNetwork.com.png
frogcraft.org,Unknown,Unknown,DESCONOCIDO,FrogCraft 1.21-1-21.8,19,150,0,0,0,0,frogcraft.org.png
saloonnetwork.com,Unknown,Unknown,NO-PREMIUM,SaloonNetwork 1.8-1.21,19,2025,1,0,0,0,saloonnetwork.com.png
sage-mc.net,Unknown,Unknown,PREMIUM,FlameCord 1.7.x-1.21.x,19,700,0,0,0,0,sage-mc.net.png
ranmc.cc,Unknown,Unknown,DESCONOCIDO,Leaves 1.21.10,19,40,12,0,12,12,ranmc.cc.png
game.lilacmc.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.9,18,100,0,0,0,0,game.lilacmc.net.png
play.kikkercraft.nl,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,18,500,0,0,0,0,play.kikkercraft.nl.png
terramedia.club,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,18,500,0,0,0,0,terramedia.club.png
feather64.net,United States,AME Hosting LLC,DESCONOCIDO,Purpur 1.21.10,18,64,12,12,0,12,feather64.net.png
meadowsmp.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,18,100,0,0,0,0,meadowsmp.com.png
smitesmp.lol,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.8,18,998,0,0,0,0,smitesmp.lol.png
simpcraft.com,Unknown,Unknown,DESCONOCIDO,Paper 1.21.1,18,150,0,0,0,0,simpcraft.com.png
play.vapermc.net:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,18,750,0,0,0,0,play.vapermc.net_25565.png
s.froobworld.com,Unknown,Unknown,DESCONOCIDO,Nabulus 1.21.10,18,25,12,12,0,12,s.froobworld.com.png
laboria.com.br,Brazil,BB Host,ERROR,Paper 1.21.8,18,50,18,0,18,18,laboria.com.br.png
poglords.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.9,18,19,0,0,0,0,poglords.net.png
play.hydrovanillasmp.com,Unknown,Unknown,DESCONOCIDO,1.21.10,18,50,12,10,0,12,play.hydrovanillasmp.com.png
jogar.humblepixelmon.com.br,Unknown,Unknown,NO-PREMIUM,Elytrium,18,1000,4,0,0,0,jogar.humblepixelmon.com.br.png
mc.craftlime.net,Türkiye,Bulent Aydin trading as Hostlayici,DESCONOCIDO,Velocity 1.16.4-1.21.10,17,5000,0,0,0,0,mc.craftlime.net.png
play.cobbletwo.com,Unknown,Unknown,DESCONOCIDO,1.21.1,17,150,0,0,0,0,play.cobbletwo.com.png
smp.hometownmc.com,Unknown,Unknown,PREMIUM,Paper 1.21.8,17,100,12,11,0,12,smp.hometownmc.com.png
play.peacefulfarms.net:25565,Unknown,Unknown,PREMIUM,§2Peaceful 1.21.1+,17,1,3,3,0,3,play.peacefulfarms.net_25565.png
play.bettertowny.com:25565,Unknown,Unknown,DESCONOCIDO,Paper 1.21.1,17,100,12,9,0,11,play.bettertowny.com_25565.png
mp.serb-craft.com:25565,Unknown,Unknown,NO-PREMIUM,FlameCord 1.7.x-1.21.x,17,2025,0,0,0,0,mp.serb-craft.com_25565.png
play.zephyarc.xyz,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,17,50,0,0,0,0,play.zephyarc.xyz.png
mp.viciante.com.br,Unknown,Unknown,NO-PREMIUM,Versão 1.8-1.20,17,300,0,0,0,0,mp.viciante.com.br.png
play.minetravel.gg,Canada,TCPShield,PREMIUM,Traveler 1.13-1.21.10,17,500,0,0,0,0,play.minetravel.gg.png
nansmp.xyz:25002,Indonesia,PT Kusuma Dinatha Jaya Abadi,DESCONOCIDO,Paper 1.21.1,17,83,12,0,6,12,nansmp.xyz_25002.png
bedhunt.net,Unknown,Unknown,DESCONOCIDO,Paper 1.21.8,17,100,12,11,0,12,bedhunt.net.png
jogar.colisaodotempo.com.br,Unknown,Unknown,DESCONOCIDO,"thermos,cauldron,craftbukkit,mcpc,kcauldron,fml,forge 1.7.10",17,100,0,0,0,0,jogar.colisaodotempo.com.br.png
play.vanillagames.net:25565,Unknown,Unknown,DESCONOCIDO,1.21.8,17,64,12,10,0,10,play.vanillagames.net_25565.png
thejazzcafe.org,Canada,"Cloudflare, Inc.",PREMIUM,Velocity 1.7.2-1.21.9,17,100,0,0,0,0,thejazzcafe.org.png
gc2.pl,Unknown,Unknown,NO-PREMIUM,1.7-1.20,17,2020,0,0,0,0,gc2.pl.png
noxusland.id.vn:26200,Vietnam,VINABISON,DESCONOCIDO,Leaf 1.21.8,17,222,12,0,8,9,noxusland.id.vn_26200.png
play.lapexnw.com.tr:25565,Türkiye,Ekiphost Bilisim Teknolojileri Ticaret VE Sanayi Limited Sirketi,NO-PREMIUM,LapexSpigot v2,16,2000,0,0,0,0,play.lapexnw.com.tr_25565.png
play.MelezNetwork.com,Unknown,Unknown,DESCONOCIDO,Elytrium,16,2222,4,0,0,0,play.MelezNetwork.com.png
play.shulkermc.xyz:25565,Unknown,Unknown,DESCONOCIDO,,16,200,7,7,0,7,play.shulkermc.xyz_25565.png
oyna.minetopya.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,16,500,0,0,0,0,oyna.minetopya.com.png
cavemc.net,Unknown,Unknown,PREMIUM,Paper 1.21.4,16,200,12,10,0,12,cavemc.net.png
play.exeoscraft.com,Unknown,Unknown,DESCONOCIDO,Purpur 1.21.8,16,125,12,10,0,11,play.exeoscraft.com.png
play.saucerlandia.com:25565,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,16,500,0,0,0,0,play.saucerlandia.com_25565.png
play.solrynmc.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,16,1000,0,0,0,0,play.solrynmc.net.png
edenprison.net,Unknown,Unknown,DESCONOCIDO,§1§lEden §9§l● §fVersions 1.21.4+,16,150,8,8,0,8,
mangosmp.fun,Unknown,Unknown,PREMIUM,Velocity 1.20.3-1.21.10,16,1000,0,0,0,0,mangosmp.fun.png
play.xenosmc.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,16,2025,0,0,0,0,play.xenosmc.net.png
play.latingamers.mx,Unknown,Unknown,NO-PREMIUM,FlameCord 1.7.x-1.21.x,16,500,0,0,0,0,play.latingamers.mx.png
mc.MelezNetwork.com,Unknown,Unknown,DESCONOCIDO,Elytrium,16,2222,4,0,0,0,mc.MelezNetwork.com.png
mc.miragecraft.net,Unknown,Unknown,DESCONOCIDO,1.21.1,16,60,0,0,0,0,mc.miragecraft.net.png
mc.playmine.ru,Unknown,Unknown,NO-PREMIUM,"§8§m-]§b§m--§r §e§lPlay§d§lMine §b§l§m--§8§l§m[-§r  §f§lВ§a§lы§a§lж§a§lи§a§lв§a§lа§a§lн§a§lи§a§lе§r §c❤ §a§lМ§a§lи§a§lн§a§lи§a§l-§a§lИ§a§lг§a§lр§a§lы§a§l §a§l §a§l §e§l⭐ §b§lС§b§lк§b§lа§b§lй§a§lб§a§lл§a§lо§a§lк§8, §c§lГ§c§lр§c§lи§c§lф§c§lе§e§lр§e§lс§e§lк§e§lи§e§lй§8, §b§lА§b§lн§b§lа§f§lр§9§lх§9§lи§9§lя§8, §d§lБ§d§lе§9§lд§9§lв§9§lа§b§lр§b§lс§r §e⭐ §b§lСтроители",16,585,1,1,0,1,mc.playmine.ru.png
bytemc.uz,Unknown,Unknown,NO-PREMIUM,§9§lNull§b§lCord§f§lX,16,2025,3,3,0,3,bytemc.uz.png
play.onlymc.us,Unknown,Unknown,NO-PREMIUM,<default>1.8-1.21,16,500,0,0,0,0,play.onlymc.us.png
vietmine.com:25565,Unknown,Unknown,NO-PREMIUM,Waterfall 1.7.x - 1.21.x,16,200,0,0,0,0,vietmine.com_25565.png
pactify.fr,Unknown,Unknown,DESCONOCIDO,Requires MC 1.8-1.16,16,500,0,0,0,0,pactify.fr.png
xenosmc.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,16,2025,0,0,0,0,xenosmc.net.png
play.concordmc.net,Unknown,Unknown,NO-PREMIUM,Velocity 1.20-1.21.10,15,150,0,0,0,0,play.concordmc.net.png
oyna.sonkral.com:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,15,4000,0,0,0,0,oyna.sonkral.com_25565.png
mc.thecavern.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,15,250,0,0,0,0,mc.thecavern.net.png
atm10tts.moddedmc.net,Unknown,Unknown,DESCONOCIDO,1.21.1,15,100,12,12,0,12,atm10tts.moddedmc.net.png
mp.hugesmp.fun:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,15,300,0,0,0,0,mp.hugesmp.fun_25565.png
cobble.miragecraft.net,Unknown,Unknown,DESCONOCIDO,1.21.1,15,60,0,0,0,0,cobble.miragecraft.net.png
play.friendlysmp.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,15,75,0,0,0,0,play.friendlysmp.com.png
play.blockparty.gg,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.9,15,125,0,0,0,0,play.blockparty.gg.png
Play.hexnetwork.com.tr,Unknown,Unknown,NO-PREMIUM,BungeeCord 1.8.x-1.21.x,15,200,0,0,0,0,Play.hexnetwork.com.tr.png
TagisanSmp.atbphosting.com:27668,Malaysia,Advin Services,DESCONOCIDO,Paper 1.21.8,15,50,3,0,3,3,TagisanSmp.atbphosting.com_27668.png
play.pokestarsmc.com:25565,United States,ReliableSite.Net LLC,NO-PREMIUM,Velocity 1.7.2-1.21.10,15,250,0,0,0,0,play.pokestarsmc.com_25565.png
encoremc.net,Unknown,Unknown,NO-PREMIUM,Leaf 1.21.5,15,99,0,0,0,0,encoremc.net.png
play.flancraft.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,15,500,0,0,0,0,play.flancraft.com.png
company-objective.gl.joinmc.link,United States,Developed Methods LLC,NO-PREMIUM,Velocity 1.7.2-1.21.10,15,500,0,0,0,0,company-objective.gl.joinmc.link.png
frosthex.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.8,15,250,0,0,0,0,frosthex.com.png
mp.cubecadia.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,15,100,0,0,0,0,mp.cubecadia.net.png
mc.hyvoxels.net,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,15,300,0,0,0,0,mc.hyvoxels.net.png
allaysmp.pro,Singapore,"Servers.com, Inc.",NO-PREMIUM,Paper 1.21.4,15,150,0,0,0,0,allaysmp.pro.png
play.dptmc.com:25565,Unknown,Unknown,NO-PREMIUM,Waterfall 1.7.x - 1.21.x,15,2026,10,10,0,10,play.dptmc.com_25565.png
play.capecraft.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,15,75,0,0,0,0,play.capecraft.net.png
mine.dead.guru,Unknown,Unknown,DESCONOCIDO,DeadMine 1.20.2,15,666,0,0,0,0,mine.dead.guru.png
windmc.top,Unknown,Unknown,DESCONOCIDO,§b推荐 1.21.8,15,50,4,4,0,4,windmc.top.png
mc.mexacraft.com:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,15,69,0,0,0,0,mc.mexacraft.com_25565.png
mc.maelk.net,Unknown,Unknown,DESCONOCIDO,§cServeren kører 1.21,14,2025,8,8,0,8,mc.maelk.net.png
play.cozyblock.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,14,60,0,0,0,0,play.cozyblock.net.png
